,county,population,state
2760,Grayson,15867,virginia
2761,Greene,19309,virginia
2762,Greensville,11500,virginia
2763,Halifax,34990,virginia
2764,Hanover,104290,virginia
2765,Henrico,325931,virginia
2766,Henry,51645,virginia
2767,Highland,2210,virginia
2768,Isle of Wight,36326,virginia
2769,James City,73930,virginia
2770,King and Queen,7054,virginia
2771,King George,25947,virginia
2772,King William,16405,virginia
2773,Lancaster,10771,virginia
2774,Lee,24165,virginia
2775,Loudoun,385546,virginia
2776,Louisa,35304,virginia
2777,Lunenburg,12319,virginia
2778,Madison,13081,virginia
2779,Mathews,8769,virginia
2780,Mecklenburg,30813,virginia
2781,Middlesex,10749,virginia
2782,Montgomery,98172,virginia
2783,Nelson,14805,virginia
2784,New Kent,21009,virginia
2785,Northampton,12002,virginia
2786,Northumberland,12176,virginia
2787,Nottoway,15495,virginia
2788,Orange,35354,virginia
2789,Page,23619,virginia
2790,Patrick,17796,virginia
2791,Pittsylvania,61704,virginia
2792,Powhatan,28443,virginia
2793,Prince Edward,23020,virginia
2794,Prince George,37972,virginia
2795,Prince William,456496,virginia
2796,Pulaski,34249,virginia
2797,Rappahannock,7380,virginia
2798,Richmond,8758,virginia
2799,Roanoke,93528,virginia
2800,Rockbridge,22450,virginia
2801,Rockingham,79367,virginia
2802,Russell,27422,virginia
2803,Scott,22082,virginia
2804,Shenandoah,42907,virginia
2805,Smyth,31126,virginia
2806,Southampton,18080,virginia
2807,Spotsylvania,131252,virginia
2808,Stafford,143501,virginia
2809,Surry,6554,virginia
2810,Sussex,11414,virginia
2811,Tazewell,42155,virginia
2812,Warren,39165,virginia
2813,Washington,54100,virginia
2814,Westmoreland,17649,virginia
2815,Wise,39027,virginia
2816,Wythe,28912,virginia
2817,York,67832,virginia
2818,"Alexandria city, Virginia",156698,virginia
2819,"Bristol city, Virginia",17088,virginia
2820,"Buena Vista city, Virginia",6435,virginia
2821,"Charlottesville city, Virginia",46943,virginia
2822,"Chesapeake city, Virginia",237464,virginia
2823,"Colonial Heights city, Virginia",17398,virginia
2824,"Covington city, Virginia",5637,virginia
2825,"Danville city, Virginia",41665,virginia
2826,"Emporia city, Virginia",5478,virginia
2827,"Fairfax city, Virginia",23246,virginia
2828,"Falls Church city, Virginia",13582,virginia
2829,"Franklin city, Virginia",8201,virginia
2830,"Fredericksburg city, Virginia",28360,virginia
2831,"Galax city, Virginia",6604,virginia
2832,"Hampton city, Virginia",135374,virginia
2833,"Harrisonburg city, Virginia",53542,virginia
2834,"Hopewell city, Virginia",22539,virginia
2835,"Lexington city, Virginia",7148,virginia
2836,"Lynchburg city, Virginia",79710,virginia
2837,"Manassas city, Virginia",41189,virginia
2838,"Manassas Park city, Virginia",16456,virginia
2839,"Martinsville city, Virginia",12996,virginia
2840,"Newport News city, Virginia",180209,virginia
2841,"Norfolk city, Virginia",245680,virginia
2842,"Norton city, Virginia",3972,virginia
2843,"Petersburg city, Virginia",31380,virginia
2844,"Poquoson city, Virginia",11952,virginia
2845,"Portsmouth city, Virginia",95165,virginia
2846,"Radford city, Virginia",17324,virginia
2847,"Richmond city, Virginia",225369,virginia
2848,"Roanoke city, Virginia",99337,virginia
2849,"Salem city, Virginia",25252,virginia
2850,"Staunton city, Virginia",24156,virginia
2851,"Suffolk city, Virginia",89194,virginia
2852,"Virginia Beach city, Virginia",450983,virginia
2853,"Waynesboro city, Virginia",21757,virginia
2854,"Williamsburg city, Virginia",14884,virginia
2855,"Winchester city, Virginia",27785,virginia
2856,Adams,19369,washington
2857,Asotin,22286,washington
2858,Benton,193494,washington
2859,Chelan,75855,washington
2860,Clallam,74240,washington
2861,Clark,465272,washington
2862,Columbia,3975,washington
2863,Cowlitz,104740,washington
2864,Douglas,41366,washington
2865,Ferry,7531,washington
2866,Franklin,90199,washington
2867,Garfield,2246,washington
2868,Grant,94221,washington
2869,Grays Harbor,71531,washington
2870,Island,81692,washington
2871,Jefferson,30910,washington
2872,King,2166350,washington
2873,Kitsap,263142,washington
2874,Kittitas,44922,washington
2875,Klickitat,21286,washington
2876,Lewis,76693,washington
2877,Lincoln,10335,washington
2878,Mason,62142,washington
2879,Okanogan,41579,washington
2880,Pacific,21285,washington
2881,Pend Oreille,13131,washington
2882,Pierce,862895,washington
2883,San Juan,16309,washington
2884,Skagit,123603,washington
2885,Skamania,11581,washington
2886,Snohomish,787110,washington
2887,Spokane,496889,washington
2888,Stevens,44141,washington
2889,Thurston,273714,washington
2890,Wahkiakum,4161,washington
2891,Walla Walla,60008,washington
2892,Whatcom,216417,washington
2893,Whitman,48824,washington
2894,Yakima,249327,washington
2895,Barbour,16749,west virginia
2896,Berkeley,113489,west virginia
2897,Boone,22809,west virginia
2898,Braxton,14323,west virginia
2899,Brooke,22663,west virginia
2900,Cabell,95681,west virginia
2901,Calhoun,7374,west virginia
2902,Clay,8829,west virginia
2903,Doddridge,8576,west virginia
2904,Fayette,44179,west virginia
2905,Gilmer,8134,west virginia
2906,Grant,11602,west virginia
2907,Greenbrier,35532,west virginia
2908,Hampshire,23316,west virginia
2909,Hancock,29662,west virginia
2910,Hardy,13812,west virginia
2911,Harrison,68349,west virginia
2912,Jackson,29188,west virginia
2913,Jefferson,55979,west virginia
2914,Kanawha,186196,west virginia
2915,Lewis,16289,west virginia
2916,Lincoln,21108,west virginia
2917,Logan,33674,west virginia
2918,McDowell,19192,west virginia
2919,Marion,56504,west virginia
2920,Marshall,31720,west virginia
2921,Mason,26938,west virginia
2922,Mercer,60632,west virginia
2923,Mineral,27375,west virginia
2924,Mingo,24716,west virginia
2925,Monongalia,105643,west virginia
2926,Monroe,13487,west virginia
2927,Morgan,17626,west virginia
2928,Nicholas,25381,west virginia
2929,Ohio,42629,west virginia
2930,Pendleton,6977,west virginia
2931,Pleasants,7490,west virginia
2932,Pocahontas,8528,west virginia
2933,Preston,33760,west virginia
2934,Putnam,56675,west virginia
2935,Raleigh,76296,west virginia
2936,Randolph,29034,west virginia
2937,Ritchie,9985,west virginia
2938,Roane,14114,west virginia
2939,Summers,12978,west virginia
2940,Taylor,16952,west virginia
2941,Tucker,7053,west virginia
2942,Tyler,8967,west virginia
2943,Upshur,24680,west virginia
2944,Wayne,40724,west virginia
2945,Webster,8557,west virginia
2946,Wetzel,15644,west virginia
2947,Wirt,5767,west virginia
2948,Wood,85709,west virginia
2949,Wyoming,21777,west virginia
2950,Adams,19982,wisconsin
2951,Ashland,15633,wisconsin
2952,Barron,45242,wisconsin
2953,Bayfield,14923,wisconsin
2954,Brown,259514,wisconsin
2955,Buffalo,13134,wisconsin
2956,Burnett,15222,wisconsin
2957,Calumet,49607,wisconsin
2958,Chippewa,63523,wisconsin
2959,Clark,34485,wisconsin
2960,Columbia,56875,wisconsin
2961,Crawford,16250,wisconsin
2962,Dane,531296,wisconsin
2963,Dodge,87382,wisconsin
2964,Door,27338,wisconsin
2965,Douglas,43359,wisconsin
2966,Dunn,44354,wisconsin
2967,Eau Claire,102907,wisconsin
2968,Florence,4313,wisconsin
2969,Fond du Lac,102211,wisconsin
2970,Forest,9021,wisconsin
2971,Grant,51985,wisconsin
2972,Green,36787,wisconsin
2973,Green Lake,18596,wisconsin
2974,Iowa,23430,wisconsin
2975,Iron,5660,wisconsin
2976,Jackson,20484,wisconsin
2977,Jefferson,84464,wisconsin
2978,Juneau,26345,wisconsin
2979,Kenosha,167867,wisconsin
2980,Kewaunee,20380,wisconsin
2981,La Crosse,117681,wisconsin
2982,Lafayette,16757,wisconsin
2983,Langlade,19083,wisconsin
2984,Lincoln,27834,wisconsin
2985,Manitowoc,79348,wisconsin
2986,Marathon,135101,wisconsin
2987,Marinette,40255,wisconsin
2988,Marquette,15130,wisconsin
2989,Menominee,4527,wisconsin
2990,Milwaukee,954841,wisconsin
2991,Monroe,45423,wisconsin
2992,Oconto,37475,wisconsin
2993,Oneida,35329,wisconsin
2994,Outagamie,184593,wisconsin
2995,Ozaukee,88332,wisconsin
2996,Pepin,7250,wisconsin
2997,Pierce,41456,wisconsin
2998,Polk,43224,wisconsin
2999,Portage,70451,wisconsin
3000,Price,13413,wisconsin
3001,Racine,194846,wisconsin
3002,Richland,17556,wisconsin
3003,Rock,161320,wisconsin
3004,Rusk,14101,wisconsin
3005,St. Croix,87598,wisconsin
3006,Sauk,63614,wisconsin
3007,Sawyer,16320,wisconsin
3008,Shawano,40952,wisconsin
3009,Sheboygan,115030,wisconsin
3010,Taylor,20290,wisconsin
3011,Trempealeau,29540,wisconsin
3012,Vernon,30553,wisconsin
3013,Vilas,21500,wisconsin
3014,Walworth,102627,wisconsin
3015,Washburn,15621,wisconsin
3016,Washington,134310,wisconsin
3017,Waukesha,398521,wisconsin
3018,Waupaca,51306,wisconsin
3019,Waushara,24103,wisconsin
3020,Winnebago,169629,wisconsin
3021,Wood,73219,wisconsin
3022,Albany,37923,wyoming
3023,Big Horn,11941,wyoming
3024,Campbell,48745,wyoming
3025,Carbon,15689,wyoming
3026,Converse,14094,wyoming
3027,Crook,7499,wyoming
3028,Fremont,40200,wyoming
3029,Goshen,13306,wyoming
3030,Hot Springs,4654,wyoming
3031,Johnson,8484,wyoming
3032,Laramie,97887,wyoming
3033,Lincoln,19072,wyoming
3034,Natrona,80909,wyoming
3035,Niobrara,2468,wyoming
3036,Park,29213,wyoming
3037,Platte,8662,wyoming
3038,Sheridan,29964,wyoming
3039,Sublette,9982,wyoming
3040,Sweetwater,44222,wyoming
3041,Teton,23234,wyoming
3042,Uinta,20682,wyoming
3043,Washakie,8165,wyoming
3044,Weston,7220,wyoming
